نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
فيلا,سكني, الرياض , حي بدر ,جنوبية,300,-,6,3,5+,18,1,1,1,0,0,1,0,0,1,0,850000
أرض,تجاري وسكني, الرياض , حي المروة ,شرقية,900,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4050000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,270,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,729000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,900,10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9000000
فيلا,سكني, الرياض , حي الاندلس ,جنوبية,375,-,7+,3,5+,-,1,0,0,0,0,0,0,0,1,1,3300000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,شرقية,900,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3600000
فيلا,سكني, الرياض , حي الرمال ,شمالية,400,-,6,1,3,15,0,1,0,1,1,1,0,0,1,0,2650000
أرض,سكني, حريملاء, الرياض ,شرقية,375,1430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,536250
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,375,-,5,3,5+,-,1,1,1,0,1,1,0,0,1,1,3650000
أرض,تجاري وسكني, الرياض , حي عكاظ ,شمالية غربية,2400,5200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12480000
أرض,سكني, حريملاء, الرياض ,شمالية,744,1209.677419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,294,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1176000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,292,-,3,2,5+,-,1,1,1,1,1,1,0,0,1,0,1175000
فيلا,سكني, الرياض , حي القدس ,شمالية,450,-,4,2,5+,-,1,1,1,1,0,1,0,1,1,0,3000000
أرض,سكني, الرياض , حي الروضة ,غربية,751,3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2778700
أرض,تجاري وسكني, الرياض , حي عريض ,شرقية,500,800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400000
أرض,سكني, الرياض , حي عريض ,ثلاث شوارع,2500,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8750000
أرض,تجاري, الرياض , حي قرطبة ,جنوبية,2112,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13728000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,319,-,7+,3,5+,-,1,1,1,0,1,1,0,0,1,0,2100000
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,660000
أرض,سكني, الرياض , حي النفل ,شمالية,375,5600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2100000
أرض,سكني, الرياض , حي النرجس ,شمالية شرقية,944,6000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5664000
أرض,تجاري وسكني, الرياض , حي عرقة ,شمالية شرقية,750,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2250000
أرض,تجاري وسكني, الرياض , ضاحية نمار ,شمالية,1060,2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2120000
فيلا,سكني, الرياض , حي الحزم ,جنوبية شرقية,312,-,5,2,4,12,1,1,1,0,0,1,0,0,1,0,1410000
فيلا,سكني, الرياض , حي الصفا ,غربية,750,-,7+,4,5+,-,0,1,0,0,0,1,0,0,0,0,2700000
أرض,سكني, الرياض , حي النرجس ,شمالية,900,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2250000
أرض,سكني, حريملاء, الرياض ,غربية,375,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,525000
أرض,تجاري وسكني, الرياض , حي الرمال ,شمالية,900,3300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2970000
أرض,سكني, الرياض , حي ضاحية نمار ,شمالية,300,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1350000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,360,-,4,4,5+,-,1,1,1,1,1,0,0,0,0,0,2000000
أرض,سكني, حريملاء, الرياض ,شمالية,750,1306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,979500
أرض,سكني, حريملاء, الرياض ,شمالية,375,10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3750000
فيلا,سكني, الرياض , حي الحمراء ,جنوبية,618,-,5,2,5+,-,1,1,1,1,1,1,0,0,1,1,5700000
أرض,تجاري وسكني, الرياض , حي العوالي ,شرقية,900,1111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,999900
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,200,1150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230000
أرض,تجاري,13843, امارة منطقة الرياض ,شمالية,750,600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,450000
أرض,سكني, الرياض , حي القيروان ,ثلاث شوارع,2100,1335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2803500
أرض,تجاري, الرياض , حي النسيم الغربي ,غربية,7400,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25900000
فيلا,سكني, الرياض , حي اليرموك ,غربية,225,-,5,2,5+,-,0,1,0,0,0,1,0,0,0,0,1350000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,1627,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6508000
أرض,سكني, الرياض , حي الخليج ,جنوبية,750,3300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2475000
أرض,سكني, الرياض , حي النرجس ,شمالية غربية,900,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3600000
فيلا,سكني, الرياض , حي الشرق ,جنوبية,259,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1450000
أرض,سكني, الرياض , حي المنار ,جنوبية,540,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1350000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,400,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1200000
أرض,سكني, الرياض , حي الخير ,شرقية,375,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500000
فيلا,سكني, الرياض , حي العارض ,شمالية,360,-,5,2,5+,-,1,1,1,1,1,0,0,0,1,1,2900000
أرض,سكني, الرياض , حي طويق ,جنوبية,360,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
فيلا,سكني, الرياض , حي المحمدية ,شمالية,360,-,5,2,5+,-,1,1,1,1,0,0,0,0,1,0,2700000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,460,-,4,3,5+,-,1,1,1,1,0,1,0,1,1,1,4394000
أرض,سكني, الرياض , حي الروضة ,شرقية,543,4100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2226300
أرض,سكني, الرياض , حي عكاظ ,شمالية,1440,1388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1998720
أرض,سكني, الدرعية, العيينة ,جنوبية,630,1190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,749700
فيلا,سكني, الرياض , حي اشبيلية ,جنوبية,375,-,5,3,5+,5,1,1,1,1,1,1,0,0,1,0,2100000
أرض,سكني, الرياض , حي بدر ,جنوبية,500,1300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,650000
أرض,سكني, الرياض , حي الملك فيصل ,جنوبية,900,1730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1557000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,572,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1487200
أرض,تجاري وسكني, الرياض , حي الروضة ,غربية,750,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3000000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,432,3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1598400
فيلا,سكني, الرياض , حي النرجس ,شرقية,625,-,6,3,5+,20,1,1,1,1,0,1,0,0,1,1,6500000
أرض,سكني, حريملاء, الرياض ,شرقية,379,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1137000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,300,-,7+,3,5+,-,1,1,1,0,1,1,0,0,1,0,2000000
فيلا,سكني, الرياض , حي ظهرة لبن ,شمالية,450,-,7+,3,5+,-,1,1,1,0,1,1,0,0,1,0,1750000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,432,1200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,518400
أرض,تجاري, الرياض , حي النرجس ,جنوبية,345,7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2415000
أرض,سكني, الرياض , حي المغرزات ,شمالية,2000,1304,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2608000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,499875
فيلا,سكني, الرياض , حي الزهرة ,شمالية,1125,-,7+,4,4,25,1,1,1,0,1,1,0,0,1,0,2000000
فيلا,سكني, الرياض , حي الياسمين ,جنوبية,600,-,5,2,5+,-,1,1,1,1,1,0,0,0,1,1,6500000
أرض,سكني, الرياض , حي غرناطة ,شمالية,800,4800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3840000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,1200,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1680000
أرض,سكني, الرياض, الرياض ,جنوبية,750,1100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,825000
أرض,تجاري وسكني, الرياض , حي الشهداء ,ثلاث شوارع,3900,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25350000
فيلا,سكني, الرياض , حي المونسية ,شمالية غربية,440,-,5,2,5+,15,1,1,1,0,0,0,0,0,0,0,3250000
أرض,تجاري, الرياض , حي المعيزلة ,جنوبية,550,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1650000
فيلا,سكني, الرياض , حي المعيزلة ,شمالية,270,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,1550000
فيلا,سكني, الرياض , حي النهضة ,غربية,375,-,7+,4,5+,20,1,1,1,1,1,1,0,0,1,1,2200000
فيلا,سكني, الرياض , حي الرمال ,شمالية,230,-,4,1,4,-,1,0,1,0,0,1,0,0,1,0,1300000
أرض,سكني, الرياض , ضاحية نمار ,جنوبية غربية,537,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,751800
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,409500
فيلا,سكني, الرياض, الرياض ,جنوبية,300,-,7+,2,5+,15,1,1,1,1,1,1,0,0,1,0,2800000
أرض,سكني, الرياض , حي السعادة ,جنوبية,90,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225000
أرض,سكني, ضرما, ضرما ,جنوبية شرقية,1157,691,-,-,-,-,-,-,-,-,-,-,-,-,-,-,799487
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,2400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1800000
فيلا,سكني, الرياض , حي السعادة ,شمالية,375,-,7+,1,5+,-,0,1,1,0,1,0,0,0,1,0,1750000
أرض,سكني, الرياض , حي منفوحة ,جنوبية,8058,1200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9669600
أرض,تجاري, الرياض , حي الرمال ,جنوبية,625,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2500000
فيلا,سكني, الرياض , حي النرجس ,شمالية,312,-,5,2,5+,15,1,1,1,0,1,0,0,0,1,0,2550000
أرض,سكني, الرياض , حي الملك فيصل ,شمالية,390,4200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1638000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,330,2500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,825000
أرض,تجاري, الرياض , حي المهدية ,شمالية,299,3350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1001650
فيلا,سكني, الرياض , حي النرجس ,غربية,360,-,6,3,5+,15,1,1,1,0,1,1,0,0,1,1,3550000
أرض,سكني, الرياض , حي القادسية ,جنوبية,736,2800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2060800
أرض,سكني, الرياض , حي الرمال ,جنوبية,782,1600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1251200
أرض,تجاري, الرياض , حي القادسية ,جنوبية,2400,5625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13500000
فيلا,سكني, الرياض , حي المونسية ,شمالية,250,-,5,2,5+,15,1,1,1,0,1,0,0,0,1,0,2000000
أرض,سكني, الرياض , حي النرجس ,شمالية,900,5100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4590000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,375,945000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,354375000
أرض,سكني, الرياض , حي الوزارات ,جنوبية غربية,1400,1604,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2245600
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,375,2700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1012500
أرض,سكني, حريملاء, الرياض ,شمالية شرقية,4800,5000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24000000
فيلا,سكني, الرياض , حي الجنادرية ,شمالية,400,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,922500
أرض,سكني, الرياض , حي النرجس ,غربية,5995,7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41965000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية,750,1200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,400,750,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300000
فيلا,سكني, الرياض , حي الملقا7541 ,شمالية,252,-,3,1,3,21,1,1,0,0,0,0,0,0,0,1,3200000
فيلا,سكني, الرياض , حي المهدية ,شمالية,241,-,6,2,5+,15,1,1,1,0,0,1,0,0,1,0,1500000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,1650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1237500
فيلا,سكني, الدرعية, العيينة ,شرقية,500,-,7+,3,5+,20,1,1,1,1,1,1,1,0,1,1,5300000
فيلا,سكني, الرياض , حي القادسية ,جنوبية,365,-,6,2,5+,-,1,0,0,0,0,0,0,0,1,0,2300000
أرض,سكني, الرياض , حي عريض ,جنوبية,2500,1280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3200000
فيلا,سكني, الرياض , حي الرمال ,شمالية,230,-,4,1,4,-,1,0,1,0,0,1,0,0,1,0,1300000
فيلا,سكني, الرياض , حي جرير ,شرقية,400,-,7+,1,4,-,0,1,1,0,1,1,0,0,1,0,1300000
أرض,سكني, الرياض , حي المهدية ,شمالية غربية,585,6300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3685500
فيلا,سكني, الرياض , حي لبن ,شمالية,225,-,3,1,3,5,0,1,0,0,0,0,0,0,0,0,1750000
فيلا,سكني, الرياض , حي المهدية ,شمالية,450,-,7+,3,5+,20,1,1,1,1,1,1,0,0,1,1,3000000
أرض,سكني, الرياض , حي اليرموك ,غربية,300,3700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1110000
فيلا,سكني, الرياض , حي اليرموك ,شمالية,312,-,6,2,5+,15,1,1,1,0,1,1,0,0,1,0,2500000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,470,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1410000
أرض,سكني, الرياض , حي الشفا ,جنوبية,375,801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300375
أرض,سكني, الدرعية, العيينة ,شمالية شرقية,500,2225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1112500
أرض,سكني, الرياض , حي حطين ,جنوبية شرقية,1950,10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19500000
أرض,سكني, الرياض , حي القيروان ,غربية,600,6300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3780000
أرض,تجاري وسكني, الرياض , حي الرمال ,جنوبية غربية,1200,6500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7800000
فيلا,سكني, الرياض , حي البيان ,شرقية,435,-,4,2,5+,15,1,1,1,1,0,1,1,0,1,0,1600000
فيلا,سكني, الرياض , حي البيان ,شرقية,336,-,7+,3,5+,25,1,1,1,0,0,1,0,0,1,0,1800000
أرض,سكني, الرياض , حي الرمال ,شرقية,1647,2900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4776300
أرض,تجاري وسكني, الرياض , حي المشرق ,شرقية,1021,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1021000
أرض,سكني, الرياض , حي المهدية ,غربية,750,1170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,877500
أرض,تجاري وسكني, الرياض , حي الروضة ,جنوبية,525,1300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,682500
فيلا,سكني, الرياض , حي عكاظ ,غربية,324,-,7+,3,4,-,1,0,0,0,0,0,1,0,0,1,1350000
أرض,سكني, حريملاء, الرياض ,شمالية,910,5800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5278000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,450,1650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,742500
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,200,2125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,425000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,759,2400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1821600
أرض,سكني, الرياض , حي العارض ,شرقية,400,4500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1800000
أرض,سكني, حريملاء, الرياض ,شمالية,768,521,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400128
أرض,تجاري وسكني, الرياض , حي خشم العان ,شرقية,900,3300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2970000
أرض,تجاري, الرياض , حي الصحافة ,شمالية غربية,810,18500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14985000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,930,3000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2790000
أرض,تجاري, الرياض , حي الرمال ,شمالية شرقية,3092,650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009800
أرض,تجاري, الرياض , حي الخير ,شمالية,455,3200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1456000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,900,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,900000
أرض,سكني, الرياض, الرياض ,جنوبية,3541,2300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8144300
فيلا,سكني, الرياض , حي الملك فهد ,جنوبية غربية,960,-,5,3,5+,20,1,1,1,1,1,1,0,0,1,0,6500000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,312,-,7+,1,4,5,1,1,0,0,1,1,0,0,1,0,1600000
أرض,تجاري وسكني, حريملاء, الرياض ,شرقية,750,2600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1950000
فيلا,سكني, الرياض , حي العارض ,شمالية,300,-,4,3,5+,-,1,1,1,1,0,0,0,0,1,1,2300000
أرض,تجاري وسكني, الرياض , حي النرجس ,شمالية غربية,900,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3600000
أرض,سكني, الرياض , حي المشرق ,شرقية,1021,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1021000
فيلا,سكني, الرياض , حي اشبيلية ,غربية,300,-,5,3,5+,-,0,0,0,0,1,1,0,0,1,1,1300000
فيلا,سكني, الرياض , حي العقيق ,شمالية,375,-,5,2,5+,-,1,1,1,1,1,1,1,0,1,1,4500000
أرض,تجاري, الرياض , حي عكاظ ,جنوبية شرقية,1600,968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1548800
فيلا,سكني, الرياض , حي النخيل ,شمالية,525,-,6,5,5+,5,1,1,1,0,0,1,1,1,1,0,5000000
أرض,سكني, الرياض , حي الغنامية ,شرقية,259,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,906500
أرض,سكني, الرياض , حي اشبيلية ,أربع شوارع,5670,4900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27783000
فيلا,سكني, الرياض , حي البيان ,شرقية,405,-,4,3,5+,-,1,1,1,0,1,1,0,0,1,0,1600000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,450,890,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400500
أرض,سكني, الرياض , حي اليرموك ,شمالية شرقية,594,3500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2079000
أرض,سكني, الرياض , حي القادسية ,شرقية,543,2300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1248900
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,437,2350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1026950
أرض,سكني, الرياض , حي الخير ,شمالية غربية,960,2185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2097600
أرض,تجاري وسكني, الرياض , حي البرية ,ثلاث شوارع,10941,6400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70022400
فيلا,سكني, الرياض , حي الملقا ,شرقية,500,-,4,3,5+,-,1,1,1,1,1,1,0,0,1,1,6800000
فيلا,سكني, الرياض , حي العارض ,جنوبية,216,-,3,2,5+,15,1,1,1,0,0,1,0,0,1,1,2100000
فيلا,سكني, الرياض , حي الخالدية ,شمالية شرقية,480,-,5,2,5+,15,0,1,0,0,0,0,0,0,0,0,1200000
أرض,سكني, الرياض , حي النرجس ,شمالية,363,4800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1742400
أرض,سكني, الرياض , حي بدر ,شمالية,15730,1400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22022000
فيلا,سكني, الرياض , حي المونسية ,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,2200000
فيلا,سكني, الرياض , حي الفيحاء ,شرقية,250,-,7+,2,5+,15,1,1,1,0,1,1,0,0,1,0,1150000
أرض,سكني, الرياض , حي اشبيلية ,غربية,900,5555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4999500
أرض,سكني, حريملاء, الرياض ,غربية,375,1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,562500
فيلا,سكني, الرياض , حي الروضة ,غربية,637,-,6,1,5+,20,0,1,1,1,1,1,0,0,1,0,2550000
أرض,سكني, الرياض , حي العارض ,شمالية,458,3900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1786200
أرض,سكني, الرياض , حي الربوة ,شرقية,434,4000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1736000
فيلا,سكني, الرياض , حي المونسية ,شرقية,308,-,5,3,4,-,1,0,1,0,1,1,0,0,1,1,2650000
أرض,سكني, الرياض , ,شمالية,343,2871,-,-,-,-,-,-,-,-,-,-,-,-,-,-,984753
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,23059,250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5764750
أرض,سكني, الرياض , حي النرجس ,شمالية شرقية,2033,6200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12604600
